Word,Low,High,Avg
books,1,1574,731.344908770
dutch,1,1713,731.449480086
lappy,1,1607,731.457131646
ummed,1,1499,731.505983912
povos,1,1580,731.757896802
funic,1,1705,731.854620365
milky,1,1710,731.902295468
loony,1,1676,732.015891701
adman,1,1518,732.422993918
dryly,1,1504,732.526388071
hexer,1,1501,732.540906416
snugs,1,1554,732.712968413
kutus,1,1615,732.732980184
occur,1,1576,732.805768099
belly,1,1386,732.852266039
cleve,1,1470,733.014125956
kyang,1,1594,733.091033942
sowps,1,1595,733.181283108
alpha,1,1529,733.182264077
bokos,1,1574,733.270158917
raffy,1,1520,733.427113989
pudus,1,1583,733.499901903
triff,1,1602,733.589954875
kombi,1,1576,733.731803021
nexin,1,1367,733.747694722
ooyah,1,1280,733.819894055
mieve,1,1454,733.974887189
whang,1,1587,734.064547773
veves,1,1397,734.112419070
agidi,1,1376,734.388463802
glebe,1,1445,734.402197371
kobos,1,1574,734.471257603
fiqhs,1,1557,734.491073180
skogs,1,1542,734.558563861
mythi,1,1634,734.562880126
boffs,1,1543,734.566804002
qanat,1,1611,734.615263881
fucks,1,1601,734.705709241
cubeb,1,1469,734.758681577
amass,1,1380,734.830684716
dozed,1,1451,734.915440455
wheft,1,1356,735.020011772
cecum,1,1395,735.124583088
young,1,1740,735.356876594
tufts,1,1617,735.379046498
packy,1,1644,735.585442417
blonx,1,1669,735.630959388
bikie,1,1397,735.939572297
plaga,1,1604,735.986266431
helve,1,1511,736.066705905
wrick,1,1647,736.229742986
playa,1,1607,736.389052384
oboli,1,1515,736.463213655
aimag,1,1446,736.549146557
mufti,1,1678,736.657641750
hifis,1,1578,736.679615460
fulth,1,1710,736.720619973
shook,1,1539,736.741612713
unkid,1,1694,736.874043555
remex,1,1513,737.008240141
wanky,1,1630,737.120070630
mecum,1,1395,737.211693153
adhan,1,1500,737.282126741
achoo,1,1314,737.534039631
pubsy,1,1470,737.676083971
spuds,1,1583,737.964292721
makai,1,1483,738.220129488
reede,1,1598,738.256817736
pikis,1,1621,738.272513243
kiack,1,1487,738.314498725
flawy,1,1592,738.400431626
skulk,1,1561,738.496762802
gawcy,1,1636,738.534628213
panny,1,1625,738.588973906
munja,1,1460,738.773984697
doxed,1,1467,738.776927604
leggy,1,1376,739.413576614
firni,1,1644,739.447125760
comix,1,1645,740.142240534
kotch,1,1722,740.262311163
worky,1,1671,740.309790073
durgy,1,1705,740.442417108
dwamy,1,1600,740.460466941
myall,1,1617,740.461644104
guana,1,1574,740.685697469
dough,1,1747,740.724347655
filch,1,1740,740.825779871
aband,1,1571,741.060427703
batty,1,1598,741.066902099
vughs,1,1577,741.091818717
jugal,1,1463,741.167549539
junks,1,1605,741.440062782
nomoi,1,1625,741.474592898
spook,1,1555,741.485972140
cooze,1,1339,741.546988425
theek,1,1432,741.735923092
gurdy,1,1705,742.336472435
wuxia,1,1294,742.422012949
mucus,1,1584,742.556994310
elfed,1,1483,742.567784972
gleek,1,1448,742.793407887
taggy,1,1597,742.852266039
untin,1,1662,742.908966058
fundi,1,1719,742.911320385
zilla,1,1412,742.923484403
mayan,1,1644,742.924072984
sojus,1,1565,743.029429076
sudsy,1,1532,743.141455758
ruchy,1,1651,743.313910143
prowk,1,1644,743.323719835
swees,1,1368,743.439081813
kvass,1,1408,743.723366686
javas,1,1485,743.738866000
melee,1,1579,743.863841475
tuffs,1,1617,744.006278203
bewet,1,1521,744.159113204
radar,1,1571,744.317441632
sluff,1,1546,744.372572101
manny,1,1644,744.450068668
kanzu,1,1553,744.577398470
bight,1,1730,744.902099274
booay,1,1349,745.048459878
lipin,1,1681,745.185599372
abbas,1,1406,745.319011183
ginch,1,1771,745.501863841
quipo,1,1507,745.977437708
kapai,1,1488,746.077104179
nalla,1,1606,746.217382774
kusso,1,1454,746.259368256
hevel,1,1511,746.420835786
toyon,1,1699,746.428487345
educe,1,1407,746.551304689
flimp,1,1719,746.554639984
aboma,1,1374,746.951147734
iodic,1,1614,747.129880322
scums,1,1584,747.202668236
ivied,1,1515,747.307828134
patka,1,1624,747.383166569
fytte,1,1424,747.519521287
afald,1,1589,747.627624093
wrung,1,1659,747.798705121
zooey,1,1344,747.818716892
tanna,1,1625,747.907788895
ghazi,1,1421,747.966254660
myoma,1,1329,748.035118697
kibbe,1,1397,748.128899353
mvuli,1,1666,748.142632921
tabby,1,1598,748.499705709
mungo,1,1736,748.614479105
gulag,1,1490,749.210123602
grovy,1,1679,749.226407691
ching,1,1771,749.259564450
epoxy,1,1392,749.265450265
spifs,1,1607,749.453600157
palak,1,1671,749.567196390
kakas,1,1529,749.622130665
pungi,1,1724,749.824406514
kreef,1,1495,750.028840494
gutta,1,1449,750.178536394
wahoo,1,1428,750.506964881
kerve,1,1578,750.577202276
jocos,1,1549,750.762213067
phish,1,1502,750.793211693
nonyl,1,1676,750.826564646
kipps,1,1621,751.011771630
dodos,1,1545,751.667255248
kneed,1,1527,751.821659800
lacka,1,1669,751.872866392
goosy,1,1390,751.895036296
bever,1,1585,751.974887189
oopsy,1,1410,752.123798313
twink,1,1734,752.155974102
block,1,1727,752.291544046
iring,1,1612,752.395722974
dwaal,1,1606,752.484598784
lusks,1,1561,752.599175986
chirr,1,1688,752.670982931
mifty,1,1747,752.737492643
phyma,1,1555,752.759073965
coypu,1,1754,752.769276045
skips,1,1621,752.804983324
tweep,1,1474,752.952324897
gordo,1,1706,752.963704140
swops,1,1595,753.130665097
wagyu,1,1546,753.255444379
clump,1,1739,753.497351383
fillo,1,1600,753.576221307
unjam,1,1460,754.056307632
feese,1,1323,754.102413184
kebob,1,1304,754.181871689
spiks,1,1621,754.229939180
pongy,1,1787,754.447910536
wheel,1,1443,754.690209927
asway,1,1219,755.132430842
pouch,1,1783,755.150480675
sunks,1,1631,755.195212870
aggry,1,1473,755.273690406
dexie,1,1548,755.331567589
chufa,1,1478,755.335883853
kalam,1,1676,755.356484206
amiga,1,1446,755.599568374
gushy,1,1414,755.871885423
zaida,1,1534,756.263684520
wawas,1,1513,756.422405336
reerd,1,1598,756.478712968
kalpa,1,1671,756.642534824
mhorr,1,1674,756.839905827
dsobo,1,1324,756.966843241
modii,1,1670,757.045516971
enfix,1,1324,757.151461644
feely,1,1466,757.167745733
drere,1,1598,757.178928782
fluty,1,1731,757.262899745
gyoza,1,1320,758.105748479
maban,1,1673,758.228958211
bossy,1,1415,758.335883853
faffs,1,1471,758.383755150
innie,1,1372,758.475181479
fewer,1,1566,758.584853836
dreer,1,1598,758.634294683
newed,1,1596,758.876397881
omovs,1,1548,758.972140475
asada,1,1251,759.031587208
panga,1,1682,759.322542672
murgh,1,1718,759.764763586
peize,1,1507,760.093584461
fyked,1,1547,760.131253679
rumpy,1,1684,760.312144399
proxy,1,1674,760.464587012
bilgy,1,1762,760.740239356
zexes,1,1412,760.994898960
reded,1,1598,761.027663331
bulla,1,1521,761.090837748
biffs,1,1586,761.432803610
shows,1,1594,761.445163822
bushy,1,1432,761.477339612
kelly,1,1410,761.597410241
bosom,1,1448,762.392780067
gally,1,1683,762.639395723
pooka,1,1355,762.643515794
vibex,1,1527,762.920345301
unman,1,1484,763.118697273
gyved,1,1605,763.240533647
going,1,1721,763.409260349
dunch,1,1795,763.448499117
pagan,1,1682,763.726701982
aimak,1,1483,763.979988228
heuch,1,1422,764.241907004
dacha,1,1676,764.245830881
bigly,1,1762,764.315283500
ezine,1,1440,764.412399451
fesse,1,1323,764.488522660
wedgy,1,1539,764.514616441
mouch,1,1804,764.595448303
oozed,1,1451,764.907985089
cleck,1,1382,764.972140475
swish,1,1594,765.033745340
dwell,1,1494,765.120855405
promo,1,1694,765.181479302
imino,1,1625,765.323916029
cundy,1,1797,765.383755150
nuffs,1,1573,766.080047087
witch,1,1759,766.164410438
rully,1,1552,766.194428095
bawdy,1,1650,766.344908770
linny,1,1732,766.443594271
fluyt,1,1731,766.469491858
gayal,1,1683,767.046301746
comic,1,1672,767.064940161
dreed,1,1598,767.241514616
greve,1,1555,767.296056504
conky,1,1806,767.704335884
grump,1,1714,767.907200314
dholl,1,1725,767.987639788
exine,1,1436,768.207769276
bewdy,1,1542,768.258387287
whows,1,1594,768.338238179
tusks,1,1615,768.541887385
pakki,1,1488,768.586423386
outdo,1,1655,768.743574652
mungi,1,1759,768.872474004
heyed,1,1579,768.922699627
nunks,1,1631,769.079066117
nihil,1,1685,769.202079655
malwa,1,1700,769.470472827
mawla,1,1700,769.496566608
aurar,1,1494,769.524033745
judge,1,1528,769.580929959
boord,1,1733,769.582303316
nylon,1,1676,769.717677065
tinty,1,1771,769.732587797
cocos,1,1581,769.770060820
nappy,1,1625,769.950559152
swoop,1,1595,769.959387875
agami,1,1446,769.964685109
cudda,1,1484,770.028448107
benny,1,1419,770.418285266
hacky,1,1689,770.515793604
primi,1,1685,770.547380812
juked,1,1551,770.564057289
annum,1,1484,770.609181872
kokam,1,1384,770.816951148
krewe,1,1512,771.045124583
watap,1,1650,771.085148126
filmy,1,1769,771.119482048
meech,1,1524,771.144791054
breve,1,1585,771.305277614
dingy,1,1822,771.349028840
humic,1,1746,771.436923681
ouzos,1,1551,771.463213655
globy,1,1756,771.583872866
thick,1,1775,771.781047675
halfa,1,1687,771.828526584
scups,1,1629,771.841671572
shivs,1,1603,772.062389641
azuki,1,1242,772.258779674
pubic,1,1726,772.357857563
kabob,1,1426,772.803609967
cuvee,1,1592,772.850892682
buded,1,1589,773.149892093
bally,1,1696,773.182264077
nabam,1,1673,773.199332941
primp,1,1685,773.210712184
agaty,1,1597,773.373160683
droog,1,1706,773.477731999
fitch,1,1778,773.483617814
truth,1,1698,773.570727879
mulch,1,1794,773.674710614
manga,1,1708,773.804002354
caddy,1,1662,774.235432607
woful,1,1736,774.350598391
magna,1,1708,774.357661369
migma,1,1446,775.718265646
gayly,1,1683,776.081812831
bijou,1,1564,776.238179321
bidri,1,1688,776.361585246
ippon,1,1599,776.914851874
dobro,1,1733,777.018834609
jerry,1,1468,777.136158525
ommin,1,1625,777.222091426
tinny,1,1771,777.268393172
vegie,1,1546,777.268981754
sezes,1,1431,777.561506769
boysy,1,1415,777.599764567
bubal,1,1521,778.115950559
spiff,1,1607,778.387286639
touzy,1,1748,778.407886992
swigs,1,1606,778.767314106
brood,1,1733,778.828722778
tepee,1,1624,778.911908966
koppa,1,1355,779.222876202
backy,1,1698,779.343339219
padam,1,1702,779.352952717
deled,1,1620,779.438689425
robur,1,1717,779.485775947
thunk,1,1784,779.579556602
afoam,1,1383,779.595840691
swobs,1,1608,779.839513439
hooka,1,1359,779.874435943
quank,1,1578,779.877378850
kulak,1,1514,779.972729056
spivs,1,1631,780.050225623
didis,1,1586,780.189130861
scugs,1,1591,780.468510889
pyxed,1,1609,780.516185992
dying,1,1822,780.603884638
duply,1,1793,780.618991564
ilial,1,1430,780.625465960
dixie,1,1548,780.784775358
padma,1,1702,781.074749853
sexes,1,1447,781.287227781
marra,1,1664,781.308024328
laggy,1,1683,781.334510496
kahal,1,1671,781.384539925
twilt,1,1730,781.598391211
logon,1,1721,781.753580538
nimby,1,1786,781.810280557
glazy,1,1661,781.824406514
welke,1,1566,781.852854620
ahigh,1,1439,782.549735138
welly,1,1461,782.577202276
wicca,1,1444,782.986462625
ugged,1,1555,783.034726310
feued,1,1626,783.049244654
parra,1,1664,783.066117324
graff,1,1582,783.125367863
imshi,1,1432,783.200117716
izzat,1,1402,783.204826368
poulp,1,1766,783.353541299
tiyin,1,1771,783.933294095
yewen,1,1510,784.040219737
quayd,1,1560,784.186972729
frowy,1,1708,784.194428095
jeune,1,1508,784.384343732
acock,1,1367,784.463606043
torot,1,1703,784.695507161
psych,1,1454,785.407102217
jingo,1,1689,785.945458113
droob,1,1733,785.962723170
abaht,1,1619,785.973906219
twill,1,1730,786.022366098
blini,1,1757,786.346085933
khoja,1,1336,786.404747891
halwa,1,1708,786.434373161
bosks,1,1574,786.437316068
mazar,1,1640,786.800863253
abuna,1,1542,786.845987836
hafta,1,1696,787.028840494
ginzo,1,1695,787.274671375
novum,1,1777,787.288993526
downy,1,1824,787.456543065
takht,1,1677,787.475966255
moory,1,1723,787.680204042
zezes,1,1431,787.752991956
fabbo,1,1418,787.772415146
rhumb,1,1712,787.855797528
chewy,1,1374,787.859721405
musky,1,1530,787.905434569
rajah,1,1610,788.079458505
erred,1,1598,788.128506965
banya,1,1701,788.410829900
msasa,1,1380,788.590935845
fusts,1,1617,788.660584658
cutto,1,1729,789.106533255
poupt,1,1761,789.121247793
vulgo,1,1732,789.206788307
nitty,1,1771,789.219737100
buroo,1,1717,789.561310575
duked,1,1576,789.646654895
trooz,1,1668,789.961742201
coxib,1,1690,789.996272317
krump,1,1729,790.007651560
brujo,1,1687,790.073180302
mbuga,1,1565,790.115165784
akoya,1,1366,790.122424956
snuff,1,1573,790.208161664
mingy,1,1838,790.224641946
fuzed,1,1597,790.304296645
rutty,1,1680,790.346674514
timid,1,1778,790.360604277
felly,1,1466,790.372179714
oopak,1,1355,790.385128507
dykon,1,1768,790.403963116
stuff,1,1617,790.486756916
takky,1,1645,790.491073180
quork,1,1686,791.151854032
hedge,1,1644,791.688444183
nonan,1,1387,791.779281931
drook,1,1714,791.840494408
squiz,1,1568,792.456935452
alack,1,1669,792.800274671
quirk,1,1680,792.914263292
burro,1,1717,793.144202472
mapau,1,1666,793.631155582
ninth,1,1804,793.694722386
koffs,1,1640,793.767902688
uprun,1,1664,793.811457720
genny,1,1465,793.876397881
jumps,1,1707,794.118501079
layby,1,1696,794.251128115
konbu,1,1811,794.285069649
skunk,1,1631,794.426133019
anata,1,1625,794.622719247
vanda,1,1710,794.721600942
brava,1,1648,795.057092407
embox,1,1371,795.206395919
dinky,1,1848,795.546203649
chevy,1,1410,795.698646263
kight,1,1799,795.806749068
vampy,1,1724,795.907985089
tyiyn,1,1771,796.133215617
clack,1,1669,796.586815774
binit,1,1805,796.664900922
nebek,1,1560,796.666470473
regex,1,1594,796.756719639
whipt,1,1809,796.838336276
whity,1,1801,797.009809692
khazi,1,1462,797.060427703
mahua,1,1665,797.199332941
veney,1,1559,797.221895232
pubco,1,1789,797.521875613
wisps,1,1613,797.599372180
rigid,1,1720,798.371591132
mozos,1,1642,798.618010594
heedy,1,1579,798.647047283
marma,2,1664,798.799686090
unify,1,1780,798.989209339
fatty,1,1666,799.259956837
husky,1,1535,799.347066902
tehee,1,1638,799.421031980
didie,1,1555,799.685108888
flitt,1,1772,799.749656661
zooms,1,1642,799.908769865
mixie,1,1487,799.911320385
mojos,1,1648,800.223660977
curvy,1,1767,800.394938199
cough,1,1849,800.701981558
emove,1,1450,801.170100059
finch,1,1846,801.218756131
bafta,1,1701,801.317637826
rubor,1,1717,801.335687659
apply,1,1607,801.812831077
coopt,1,1805,801.976064352
kindy,1,1848,802.106533255
roomy,1,1723,802.322935060
nebby,1,1419,802.881498921
fever,1,1632,802.984696881
jomos,1,1648,803.006278203
weeny,1,1510,803.037080636
roopy,1,1730,803.208946439
flock,1,1777,803.431822641
gouch,1,1849,803.638414754
ebike,1,1465,804.336276241
elegy,1,1431,804.652933098
cusps,1,1629,804.745928978
feyly,1,1466,804.772218952
honky,1,1844,804.912693741
belve,1,1631,804.936237002
fjord,1,1734,805.112026682
gelee,1,1661,805.241907004
fulla,1,1543,805.293309790
acara,1,1608,805.319599765
dotty,1,1792,805.323916029
whiss,1,1594,805.356680400
mucho,1,1804,805.399646851
mauzy,1,1673,805.449676280
runup,1,1664,805.583088091
taffy,1,1666,805.764371199
lemel,1,1579,805.833039043
cheep,1,1549,806.021188935
zulus,1,1648,806.062389641
blunk,1,1789,806.283107710
whyda,1,1587,806.422797724
knoll,1,1743,806.451638219
dumbo,1,1799,806.482048264
kikay,1,1474,806.746517559
halva,1,1727,807.182656465
rotor,1,1703,807.392976261
inbox,1,1643,807.795958407
cacao,1,1498,807.834804787
withy,1,1801,808.247400432
yarra,1,1664,808.505395331
malva,1,1750,808.556994310
evohe,1,1479,808.640965274
enemy,1,1467,808.660584658
allan,1,1606,809.121443987
mixis,1,1653,809.200706298
debud,1,1589,809.301353737
chimp,1,1838,809.306650971
fordo,1,1773,809.314302531
nonna,1,1387,809.605650383
adrad,1,1571,810.020992741
cooty,1,1821,810.214636060
skofs,1,1640,810.517951736
blurb,1,1635,810.587600549
every,1,1438,810.687463214
yeven,1,1559,811.076711791
byssi,1,1403,811.088287228
murky,1,1775,811.251324308
yowza,1,1391,811.343731607
eched,1,1539,811.376495978
lipid,1,1800,811.463409849
makan,1,1744,811.497547577
bisks,1,1602,811.505983912
fonio,1,1774,811.625662154
emeer,1,1532,811.848734550
frump,1,1773,811.959780263
goold,1,1816,812.536982539
toddy,1,1792,813.103982735
wefte,1,1612,813.380812242
akkas,1,1529,813.586227192
humus,1,1701,813.796743182
bunko,1,1811,814.030017657
dolly,1,1820,814.056896213
hullo,1,1751,814.090052972
bevel,1,1631,814.160878948
condo,1,1852,814.218167550
sowfs,1,1677,814.341965862
wheen,1,1526,814.460466941
aguna,1,1574,814.621149696
furor,1,1746,814.745928978
hying,1,1840,814.755934864
psyop,1,1410,814.769079851
quete,1,1488,814.817932117
afanc,1,1662,814.857170885
momme,1,1433,814.940357073
woofs,1,1677,815.205611144
sumps,1,1743,815.548950363
rotto,1,1703,815.684520306
pixie,1,1521,815.904649794
dooly,1,1820,816.560918187
kissy,1,1510,817.525407102
powny,1,1862,817.599960761
pipul,1,1792,818.072787914
iddut,1,1711,818.083186188
unban,1,1542,818.618795370
podgy,1,1860,818.768098882
idiom,1,1670,818.878556013
smush,1,1701,818.922503433
pumps,1,1743,819.020207965
tavah,1,1747,819.256817736
glowy,1,1806,819.266038846
mumps,1,1743,819.350206004
sooms,1,1682,819.405728860
zowee,1,1550,819.549538944
yagna,1,1749,819.948401020
winch,1,1873,820.271924662
belee,1,1686,820.407690799
namak,1,1744,820.899548754
colly,1,1844,821.316460663
nicky,1,1844,821.352167942
lemme,1,1579,821.599764567
bobak,1,1426,821.836570532
fenny,1,1469,821.958406906
groom,1,1759,822.082401413
khaki,1,1481,822.211693153
ngwee,1,1653,822.835785756
dufus,1,1664,823.405140279
tuque,1,1488,823.509711595
luffa,1,1543,823.583480479
guimp,1,1854,823.597606435
codon,1,1852,823.671963900
wifie,1,1519,823.861094762
cooly,1,1844,823.898175397
sulls,1,1696,823.898960173
wally,1,1745,824.052776143
exode,1,1467,825.057288601
duffs,1,1664,825.152246419
flamm,1,1700,825.378850304
nabby,1,1701,825.416519521
lulls,1,1696,825.743182264
kippa,1,1488,825.779870512
veggo,1,1435,825.781047675
vivda,1,1467,825.847949774
imido,1,1670,825.919364332
ditzy,1,1800,825.999411418
beech,1,1593,826.276437120
dadla,1,1741,826.318226408
chynd,1,1879,826.431037865
putto,1,1761,826.548950363
peple,1,1626,826.693152835
cloop,1,1817,827.201098686
mutch,1,1875,827.654502649
runny,1,1697,827.843241122
windy,1,1887,827.872866392
titup,1,1832,828.141063371
pheme,1,1588,828.157739847
momos,1,1682,828.435157936
yomim,1,1719,828.510496370
evhoe,1,1479,828.552874240
gulch,1,1874,828.845595448
kudus,1,1695,829.368844418
ngoni,1,1721,829.432999804
maumy,1,1695,829.495781832
pacay,1,1773,829.672944870
chink,1,1892,829.755934864
doyly,1,1820,829.962134589
annat,1,1625,830.256425348
colog,1,1839,830.657249362
ponzu,1,1841,830.862271925
fleek,1,1564,830.915244261
wenge,1,1653,830.969197567
bomor,1,1788,831.058661958
titir,1,1732,831.098881695
pinky,1,1891,831.295664116
pupil,1,1792,831.361781440
wight,1,1847,831.707278791
annal,1,1606,831.728271532
cylix,1,1805,832.080243280
chomp,1,1879,832.250539533
kulfi,1,1784,832.376495978
simis,1,1692,832.681381205
addra,1,1571,832.858348048
ovoli,1,1637,833.009809692
sulus,1,1696,833.127918383
bromo,1,1788,833.161859918
punch,1,1900,833.604473220
quoth,1,1817,834.026289974
kheth,1,1432,834.256817736
fight,1,1860,834.458701197
tipup,1,1832,834.474985285
flurr,1,1696,834.547380812
lulus,1,1696,835.177163037
ninja,1,1485,835.285265843
phlox,1,1797,835.338041985
chimb,1,1864,835.616833431
aflap,1,1673,835.741808907
broom,1,1788,836.211300765
ditty,1,1835,836.248381401
wynns,1,1651,836.285069649
pittu,1,1832,836.286050618
wacky,1,1759,836.692956641
soops,1,1712,836.850696488
coyly,1,1844,837.066117324
zilch,1,1848,837.088679615
munch,1,1905,837.145772023
folky,1,1850,837.164802825
blowy,1,1839,837.308024328
jheel,1,1524,837.383755150
pavan,1,1761,837.529330979
fungo,1,1834,837.618010594
mudif,1,1853,837.896998234
mezzo,1,1406,837.951343928
burgh,1,1837,838.063566804
vatha,1,1747,838.190504218
paddy,1,1738,838.498528546
goory,1,1797,838.612713361
junco,1,1827,838.630370806
udyog,1,1801,838.654698842
flaxy,1,1712,838.718658034
dunno,1,1833,838.956052580
womyn,1,1870,839.174220129
sissy,1,1641,839.280753384
pulut,1,1823,839.330979007
crook,1,1790,839.387875221
dilly,1,1848,839.446144791
debye,1,1687,839.509515401
cheeb,1,1593,839.598391211
mimis,1,1692,839.626054542
ilium,1,1780,839.633313714
hinky,1,1891,839.814989209
amban,1,1673,839.903276437
booze,1,1479,840.342162056
bundh,1,1889,840.385913282
pecke,1,1660,840.397684913
assam,1,1380,840.551304689
bwazi,1,1504,840.587600549
bedye,1,1687,840.593290171
arrah,1,1651,840.842848735
breer,1,1650,840.933097901
zygal,1,1661,840.955267805
poops,1,1712,841.275259957
dappy,1,1738,841.614871493
jagra,1,1701,841.917010006
heugh,1,1515,841.994898960
badam,1,1777,842.015303119
zamia,1,1614,842.327447518
skoff,1,1640,842.518344124
pulli,1,1792,842.522464195
quoif,1,1674,842.851677457
popos,1,1712,842.928389249
yoyos,1,1630,843.009024917
whata,1,1725,843.017657446
cycad,1,1662,843.056896213
wenny,1,1510,843.184814597
boldo,1,1852,843.354522268
flung,1,1836,843.586423386
fanny,1,1750,843.604865607
pujah,1,1593,843.742397489
vulva,1,1567,843.810084363
wudus,1,1708,843.979203453
kevel,1,1652,844.074553659
gulph,1,1884,844.195409064
plumy,1,1890,844.279183834
tumpy,1,1891,844.686482244
wikis,1,1729,844.715911320
tiddy,1,1835,844.775161860
accra,1,1608,844.808122425
kiwis,1,1729,845.089856778
woosh,1,1594,845.603296057
bruck,1,1826,845.695114773
gazar,1,1717,845.864822445
chico,1,1732,845.993329409
cuffs,1,1712,846.006866784
brugh,1,1837,846.253678634
flick,1,1869,846.383755150
janky,1,1762,846.389444771
wowee,1,1579,846.417500490
rebbe,1,1650,846.433980773
fubsy,1,1547,846.435746518
oxeye,1,1387,846.486756916
sowff,1,1677,846.504021974
queen,1,1529,846.672356288
bozos,1,1683,847.105159898
elpee,1,1626,847.107121836
hippo,1,1714,847.268785560
emmer,1,1532,847.345104964
muhly,1,1874,847.426133019
mochy,1,1921,847.559937218
enmew,1,1506,847.656268393
dhaba,1,1727,847.828134197
endew,1,1596,847.985677850
plumb,1,1872,848.101628409
brere,1,1650,848.219540906
thump,1,1901,848.447714342
howso,1,1594,848.490680793
kukri,1,1680,848.515205023
excel,1,1502,848.698253875
zobos,1,1683,848.899156366
bingy,1,1914,849.030213851
muggs,1,1740,849.039434962
blood,1,1852,849.119678242
theft,1,1486,849.347655484
kieve,1,1575,849.515008829
unsub,1,1507,849.630763194
jacal,1,1766,849.694722386
pacha,1,1799,849.793604081
bajra,1,1714,849.804394742
shoos,1,1689,849.823817932
barra,1,1753,850.030998627
crock,1,1790,850.038257799
maddy,1,1765,850.055130469
shojo,1,1655,850.233078281
mbube,1,1555,850.778497155
bocci,1,1718,850.839513439
naggy,1,1749,851.192858544
smugs,1,1740,851.280557191
calla,1,1808,851.701196782
bazar,1,1730,852.107121836
towno,1,1857,852.193839513
enzym,1,1436,852.443201883
cholo,1,1865,852.449872474
midgy,1,1900,852.661369433
gauzy,1,1717,852.763194036
lumpy,1,1890,852.792623112
maxim,1,1603,852.816951148
ferer,1,1698,853.116931528
fucus,1,1712,853.223857171
comby,1,1928,853.436335099
prook,1,1790,853.830488523
xylic,1,1805,854.031194820
kyudo,1,1819,854.596233078
nisin,1,1539,854.702962527
flunk,1,1841,855.059446733
adawn,1,1688,855.060820090
jeely,1,1557,855.139690014
cuppa,1,1598,855.218167550
hokum,1,1881,855.284481067
yecch,1,1483,855.416911909
assay,1,1326,855.618795370
grege,1,1616,855.977241515
khana,1,1752,856.151657838
oggin,1,1721,856.841475378
haugh,1,1716,856.939572297
baiza,1,1651,857.055130469
ungag,1,1574,857.189719443
euked,1,1576,857.547577006
uvula,1,1567,857.552678046
havan,1,1786,857.693545223
sughs,1,1736,857.997841868
zabra,1,1730,859.186776535
chill,1,1887,859.322542672
cobot,1,1882,859.407298411
mawky,1,1797,859.853050814
yechy,1,1483,859.925642535
busky,1,1594,860.730429665
penne,1,1663,860.817735923
dicky,1,1904,861.258779674
mewed,1,1767,861.422209143
bappu,1,1705,861.683735531
whoso,1,1594,861.877967432
bludy,1,1911,862.061016284
mondo,1,1911,862.428683539
virid,1,1839,862.480871101
byded,1,1687,862.521679419
banak,1,1821,862.595448303
boutu,1,1866,862.619383951
poufy,1,1903,862.878752207
mutti,1,1818,863.247596625
array,1,1664,863.636452815
umpty,1,1891,863.719639003
crick,1,1802,863.731018246
abaft,1,1701,864.649793996
mucko,1,1866,864.696291936
whiny,1,1916,864.989601727
likin,1,1847,865.043751226
pakua,1,1746,865.146556798
ofuro,1,1746,865.166568570
cusum,1,1584,865.211693153
digit,1,1878,865.296448892
whish,1,1594,865.713556994
spugs,1,1774,865.819697861
sposo,1,1712,866.093192074
bezel,1,1654,866.360996665
thawt,1,1725,866.535609182
googs,1,1708,866.835000981
nucin,1,1862,866.867569158
jebel,1,1646,867.003139101
hilch,1,1887,867.123994507
exome,1,1550,867.201687267
chili,1,1887,867.225622915
jambu,1,1734,867.526191878
gogos,1,1708,868.215617030
pewed,1,1781,868.371787326
keyed,1,1712,868.540317834
pooty,1,1887,868.644692957
ribby,1,1770,868.727290563
whilk,1,1886,868.729644889
oldly,1,1820,868.993721797
putti,1,1832,869.079458505
opepe,1,1430,869.827938003
pleep,1,1626,869.844025898
venge,1,1714,869.966450853
cucks,1,1772,870.590739651
mauka,1,1778,870.950755346
dinic,1,1916,870.986070237
pawky,1,1799,871.175789680
tutus,1,1775,871.334314303
khoum,1,1881,871.470865215
sucks,1,1772,871.687267020
proof,1,1823,871.976652933
majat,1,1811,872.245438493
dusks,1,1695,872.518344124
potty,1,1887,872.750441436
tawaf,1,1784,873.016087895
begem,1,1692,873.176378262
jibbs,1,1706,873.318814989
knack,1,1745,873.506768687
mugho,1,1872,873.753776731
jupon,1,1854,873.822836963
opihi,1,1714,875.033156759
vacua,1,1751,875.369629194
abjud,1,1589,875.763978811
froom,1,1820,875.787522072
motty,1,1897,875.833627624
kedge,1,1741,875.847361193
yucca,1,1603,875.910339415
novio,1,1826,876.058661958
malax,1,1827,876.356288013
weize,1,1634,876.957229743
apayd,1,1738,877.157543653
zombi,1,1751,877.439866588
cyclo,1,1844,877.459682166
braza,1,1730,877.507945851
mooth,1,1920,877.520306062
jesse,1,1433,877.550716108
gizmo,1,1774,877.808122425
pipis,1,1767,878.027859525
lavvy,1,1787,878.260741613
holly,1,1898,878.490876986
pinup,1,1914,878.626839317
belle,1,1686,879.123994507
evoke,1,1539,879.440651364
boobs,1,1725,879.473219541
ebook,1,1497,879.828330390
jisms,1,1656,880.024131842
chaap,1,1799,880.119678242
jalap,1,1809,880.182264077
quell,1,1476,880.275848538
sunns,1,1758,880.528742397
bobos,1,1725,881.024328036
fromm,1,1820,881.036295860
refer,1,1698,881.088483422
hooly,1,1898,881.498528546
chott,1,1919,881.671767706
lotto,1,1819,881.971355699
